image,survey_code,quadrat,presabs,val
pic_s05_2017_ne_q02.png,s05_2017_ne,q02,0,"sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s05_2017_ne_q02.png,s05_2017_ne,q02,1,"alsike clover, crimson clover, red clover, lucerne, bird's-foot trefoil"
pic_s05_2017_ne_q03.png,s05_2017_ne,q03,0,"sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s05_2017_ne_q03.png,s05_2017_ne,q03,1,"alsike clover, crimson clover, red clover, lucerne, bird's-foot trefoil"
pic_s05_2017_ne_q04.png,s05_2017_ne,q04,0,"sweet clover, white clover, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s05_2017_ne_q04.png,s05_2017_ne,q04,1,"alsike clover, crimson clover, red clover, sainfoin, bird's-foot trefoil"
pic_s05_2017_ne_q05.png,s05_2017_ne,q05,0,"sweet clover, white clover, sainfoin, lucerne, black medick, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s05_2017_ne_q05.png,s05_2017_ne,q05,1,"alsike clover, crimson clover, red clover, bird's-foot trefoil, common vetch"
pic_s05_2017_ne_q06.png,s05_2017_ne,q06,0,"sweet clover, white clover, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s05_2017_ne_q06.png,s05_2017_ne,q06,1,"alsike clover, crimson clover, red clover, sainfoin, bird's-foot trefoil"
pic_s05_2017_ne_q07.png,s05_2017_ne,q07,0,"sweet clover, white clover, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion, phacelia"
pic_s05_2017_ne_q07.png,s05_2017_ne,q07,1,"alsike clover, crimson clover, red clover, sainfoin, bird's-foot trefoil, red campion"
pic_s05_2017_ne_q08.png,s05_2017_ne,q08,0,"sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s05_2017_ne_q08.png,s05_2017_ne,q08,1,"alsike clover, crimson clover, red clover, bird's-foot trefoil"
pic_s05_2017_ne_q09.png,s05_2017_ne,q09,0,"sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, wild carrot, red campion, white campion, phacelia"
pic_s05_2017_ne_q09.png,s05_2017_ne,q09,1,"alsike clover, crimson clover, red clover, bird's-foot trefoil, musk mallow"
pic_s05_2017_ne_q10.png,s05_2017_ne,q10,0,"sweet clover, white clover, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s05_2017_ne_q10.png,s05_2017_ne,q10,1,"alsike clover, crimson clover, red clover, sainfoin, bird's-foot trefoil"
pic_s06_2017_ne_q01.png,s06_2017_ne,q01,0,"alsike clover, crimson clover, white clover, bird's-foot trefoil, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s06_2017_ne_q01.png,s06_2017_ne,q01,1,"red clover, sweet clover, sainfoin, lucerne, black medick"
pic_s06_2017_ne_q02.png,s06_2017_ne,q02,0,"alsike clover, crimson clover, white clover, bird's-foot trefoil, common vetch, black knapweed, yarrow, musk mallow, wild carrot, red campion, phacelia"
pic_s06_2017_ne_q02.png,s06_2017_ne,q02,1,"red clover, sweet clover, sainfoin, lucerne, black medick, oxeye daisy, white campion"
pic_s06_2017_ne_q03.png,s06_2017_ne,q03,0,"crimson clover, white clover, common vetch, black knapweed, yarrow, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s06_2017_ne_q03.png,s06_2017_ne,q03,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, bird's-foot trefoil, black medick, oxeye daisy"
pic_s06_2017_ne_q04.png,s06_2017_ne,q04,0,"crimson clover, white clover, common vetch, black knapweed, yarrow, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s06_2017_ne_q04.png,s06_2017_ne,q04,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, bird's-foot trefoil, black medick, oxeye daisy"
pic_s06_2017_ne_q05.png,s06_2017_ne,q05,0,"crimson clover, white clover, bird's-foot trefoil, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s06_2017_ne_q05.png,s06_2017_ne,q05,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, black medick, phacelia"
pic_s06_2017_ne_q06.png,s06_2017_ne,q06,0,"crimson clover, white clover, bird's-foot trefoil, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s06_2017_ne_q06.png,s06_2017_ne,q06,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, black medick, phacelia"
pic_s06_2017_ne_q07.png,s06_2017_ne,q07,0,"crimson clover, white clover, bird's-foot trefoil, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion"
pic_s06_2017_ne_q07.png,s06_2017_ne,q07,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, black medick, phacelia"
pic_s06_2017_ne_q08.png,s06_2017_ne,q08,0,"crimson clover, white clover, bird's-foot trefoil, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, phacelia"
pic_s06_2017_ne_q08.png,s06_2017_ne,q08,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, black medick, white campion"
pic_s06_2017_ne_q09.png,s06_2017_ne,q09,0,"crimson clover, sweet clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s06_2017_ne_q09.png,s06_2017_ne,q09,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick"
pic_s06_2017_ne_q10.png,s06_2017_ne,q10,0,"crimson clover, white clover, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, phacelia"
pic_s06_2017_ne_q10.png,s06_2017_ne,q10,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, bird's-foot trefoil, black medick, red campion, white campion"
pic_s07_2017_ne_q01.png,s07_2017_ne,q01,0,"alsike clover, crimson clover, sweet clover, white clover, sainfoin, bird's-foot trefoil, black medick, common vetch, black knapweed, yarrow, oxeye daisy, wild carrot, red campion, white campion, phacelia"
pic_s07_2017_ne_q01.png,s07_2017_ne,q01,1,"red clover, lucerne, musk mallow"
pic_s07_2017_ne_q02.png,s07_2017_ne,q02,0,"alsike clover, crimson clover, red clover, sweet clover, white clover, sainfoin, bird's-foot trefoil, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s07_2017_ne_q02.png,s07_2017_ne,q02,1,lucerne
pic_s07_2017_ne_q03.png,s07_2017_ne,q03,0,"alsike clover, crimson clover, sweet clover, white clover, sainfoin, lucerne, bird's-foot trefoil, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s07_2017_ne_q03.png,s07_2017_ne,q03,1,red clover
pic_s07_2017_ne_q04.png,s07_2017_ne,q04,0,"crimson clover, sweet clover, white clover, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s07_2017_ne_q04.png,s07_2017_ne,q04,1,"alsike clover, red clover, sainfoin, bird's-foot trefoil"
pic_s07_2017_ne_q05.png,s07_2017_ne,q05,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s07_2017_ne_q05.png,s07_2017_ne,q05,1,"alsike clover, red clover, lucerne, bird's-foot trefoil"
pic_s07_2017_ne_q06.png,s07_2017_ne,q06,0,"crimson clover, sweet clover, white clover, sainfoin, bird's-foot trefoil, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s07_2017_ne_q06.png,s07_2017_ne,q06,1,"alsike clover, red clover, lucerne"
pic_s07_2017_ne_q07.png,s07_2017_ne,q07,0,"crimson clover, sweet clover, white clover, sainfoin, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s07_2017_ne_q07.png,s07_2017_ne,q07,1,"alsike clover, red clover, lucerne, bird's-foot trefoil"
pic_s07_2017_ne_q08.png,s07_2017_ne,q08,0,"crimson clover, red clover, sweet clover, white clover, sainfoin, lucerne, bird's-foot trefoil, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s07_2017_ne_q08.png,s07_2017_ne,q08,1,alsike clover
pic_s07_2017_ne_q09.png,s07_2017_ne,q09,0,"crimson clover, sweet clover, white clover, sainfoin, lucerne, bird's-foot trefoil, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s07_2017_ne_q09.png,s07_2017_ne,q09,1,"alsike clover, red clover"
pic_s07_2017_ne_q10.png,s07_2017_ne,q10,0,"alsike clover, crimson clover, sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s07_2017_ne_q10.png,s07_2017_ne,q10,1,"red clover, bird's-foot trefoil"
pic_s08_2017_ne_q01.png,s08_2017_ne,q01,0,"red clover, sweet clover, sainfoin, yarrow, musk mallow, red campion, white campion, phacelia"
pic_s08_2017_ne_q01.png,s08_2017_ne,q01,1,"alsike clover, crimson clover, white clover, lucerne, bird's-foot trefoil, black medick, common vetch, black knapweed, oxeye daisy, wild carrot"
pic_s08_2017_ne_q02.png,s08_2017_ne,q02,0,"red clover, sweet clover, sainfoin, bird's-foot trefoil, black knapweed, yarrow, musk mallow, wild carrot, red campion, white campion, phacelia"
pic_s08_2017_ne_q02.png,s08_2017_ne,q02,1,"alsike clover, crimson clover, white clover, lucerne, black medick, common vetch, oxeye daisy"
pic_s08_2017_ne_q03.png,s08_2017_ne,q03,0,"red clover, sweet clover, sainfoin, bird's-foot trefoil, black knapweed, yarrow, musk mallow, red campion, white campion, phacelia"
pic_s08_2017_ne_q03.png,s08_2017_ne,q03,1,"alsike clover, crimson clover, white clover, lucerne, black medick, common vetch, oxeye daisy, wild carrot"
pic_s08_2017_ne_q04.png,s08_2017_ne,q04,0,"red clover, sweet clover, sainfoin, black knapweed, yarrow, musk mallow, red campion, white campion, phacelia"
pic_s08_2017_ne_q04.png,s08_2017_ne,q04,1,"alsike clover, crimson clover, white clover, lucerne, bird's-foot trefoil, black medick, common vetch, oxeye daisy, wild carrot"
pic_s08_2017_ne_q05.png,s08_2017_ne,q05,0,"red clover, sweet clover, sainfoin, bird's-foot trefoil, black medick, yarrow, musk mallow, red campion, white campion, phacelia"
pic_s08_2017_ne_q05.png,s08_2017_ne,q05,1,"alsike clover, crimson clover, white clover, lucerne, common vetch, black knapweed, oxeye daisy, wild carrot"
pic_s08_2017_ne_q06.png,s08_2017_ne,q06,0,"red clover, sweet clover, sainfoin, yarrow, musk mallow, red campion, white campion, phacelia"
pic_s08_2017_ne_q06.png,s08_2017_ne,q06,1,"alsike clover, crimson clover, white clover, lucerne, bird's-foot trefoil, black medick, common vetch, black knapweed, oxeye daisy, wild carrot"
pic_s08_2017_ne_q07.png,s08_2017_ne,q07,0,"red clover, sweet clover, sainfoin, bird's-foot trefoil, common vetch, yarrow, musk mallow, red campion, white campion, phacelia"
pic_s08_2017_ne_q07.png,s08_2017_ne,q07,1,"alsike clover, crimson clover, white clover, lucerne, black medick, black knapweed, oxeye daisy, wild carrot"
pic_s08_2017_ne_q08.png,s08_2017_ne,q08,0,"red clover, sweet clover, sainfoin, common vetch, yarrow, oxeye daisy, musk mallow, red campion, white campion, phacelia"
pic_s08_2017_ne_q08.png,s08_2017_ne,q08,1,"alsike clover, crimson clover, white clover, lucerne, bird's-foot trefoil, black medick, black knapweed, wild carrot"
pic_s08_2017_ne_q09.png,s08_2017_ne,q09,0,"red clover, sweet clover, sainfoin, common vetch, black knapweed, yarrow, musk mallow, red campion, white campion, phacelia"
pic_s08_2017_ne_q09.png,s08_2017_ne,q09,1,"alsike clover, crimson clover, white clover, lucerne, bird's-foot trefoil, black medick, oxeye daisy, wild carrot"
pic_s08_2017_ne_q10.png,s08_2017_ne,q10,0,"red clover, sweet clover, sainfoin, bird's-foot trefoil, black knapweed, yarrow, musk mallow, red campion, white campion, phacelia"
pic_s08_2017_ne_q10.png,s08_2017_ne,q10,1,"alsike clover, crimson clover, white clover, lucerne, black medick, common vetch, oxeye daisy, wild carrot"
pic_s12_2017_ne_v_q01.png,s12_2017_ne_v,q01,0,"crimson clover, white clover, black medick, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion"
pic_s12_2017_ne_v_q01.png,s12_2017_ne_v,q01,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, bird's-foot trefoil, common vetch, red campion, phacelia"
pic_s12_2017_ne_v_q02.png,s12_2017_ne_v,q02,0,"crimson clover, bird's-foot trefoil, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion"
pic_s12_2017_ne_v_q02.png,s12_2017_ne_v,q02,1,"alsike clover, red clover, sweet clover, white clover, sainfoin, lucerne, black medick, common vetch, red campion, phacelia"
pic_s12_2017_ne_v_q03.png,s12_2017_ne_v,q03,0,"crimson clover, white clover, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion"
pic_s12_2017_ne_v_q03.png,s12_2017_ne_v,q03,1,"alsike clover, red clover, sweet clover, sainfoin, lucerne, bird's-foot trefoil, black medick, common vetch, red campion, phacelia"
pic_s12_2017_ne_v_q04.png,s12_2017_ne_v,q04,0,"crimson clover, sweet clover, white clover, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion"
pic_s12_2017_ne_v_q04.png,s12_2017_ne_v,q04,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, black medick, common vetch, red campion, phacelia"
pic_s12_2017_ne_v_q05.png,s12_2017_ne_v,q05,0,"crimson clover, sweet clover, black medick, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion"
pic_s12_2017_ne_v_q05.png,s12_2017_ne_v,q05,1,"alsike clover, red clover, white clover, sainfoin, lucerne, bird's-foot trefoil, common vetch, red campion, phacelia"
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,q06,0,"crimson clover, sweet clover, white clover, black medick, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion"
pic_s12_2017_ne_v_q06.png,s12_2017_ne_v,q06,1,"alsike clover, red clover, sainfoin, lucerne, bird's-foot trefoil, common vetch, red campion, phacelia"
pic_s12_2017_ne_v_q07.png,s12_2017_ne_v,q07,0,"crimson clover, sweet clover, black medick, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, red campion"
pic_s12_2017_ne_v_q07.png,s12_2017_ne_v,q07,1,"alsike clover, red clover, white clover, sainfoin, lucerne, bird's-foot trefoil, common vetch, white campion, phacelia"
pic_s12_2017_ne_v_q08.png,s12_2017_ne_v,q08,0,"crimson clover, sweet clover, white clover, black knapweed, yarrow, oxeye daisy, musk mallow, wild carrot, white campion"
